,word,phonetic,translation
6306,fatal,'feitәl,"a. 致命的, 重大的, 命运注定的, 粗心的, 不幸的
[医] 致命的, 致死的"
6307,fault,fɒ:lt,"n. 过错, 故障, 毛病
vt. 挑剔
vi. 产生断层, 弄错
[计] 故障"
6308,fee,fi:,"n. 费用, 小费, 封地, 所有权
vt. 付费给"
6309,ferry,'feri,"n. 渡船, 渡口
[法] 摆渡营业权, 轮渡"
6310,fertile,'fә:tail,"a. 可繁殖的, 肥沃的, 生产多的
[医] 能生育的"
6311,fertilization,.fә:tilai'zeiʃәn,"n. 使肥沃, 土地肥沃法, 施肥
[医] 受精, 授精"
6312,fertilize,'fә:tilaiz,"vt. 施肥, 使丰饶, 使受精"
6313,fetch,fetʃ,"n. 取得, 拿, 诡计, 魂
vt. 接来, 取来, 售得, 带来, 推出, 引出, 杀死, 吸引, 到达
vi. 取物, 前进
[计] 取"
6314,fiction,'fikʃәn,"n. 小说, 虚构故事
[法] 虚构的事实, 捏造, 拟制"
6315,fictitious,fik'tiʃәs,"a. 假想的, 编造的, 虚伪的
[法] 假定的, 假设的, 虚构的"
6316,fierce,fiәs,"a. 凶猛的, 猛烈的, 热烈的, 暴躁的"
6317,fiercely,'fiәsli,"adv. 猛烈地, 厉害地"
6318,fight,fait,"n. 打架, 争吵, 斗志
v. 对抗, 打架"
6319,filtration,fil'treiʃәn,"n. 过滤
[化] 过滤"
6320,finance,fai'næns,"n. 财政, 财务
vt. 供给...经费, 负担经费
vi. 筹措资金"
6321,financing,fai'nænsiŋ,"n. 融资, 理财, 筹集的资金
[经] 筹措资金, 理财"
6322,finder,'faindә,"a. 发现者, 寻星镜
[医] 寻觅器, 探示器"
6323,fir,fә:,"n. 枞树, 杉木
[机] 枞木"
6324,fireball,'faiәbɒ:l,"n. 火球, 大流星"
6325,fixate,'fikseit,"vi. 使固定, 使不变, 注视
vt. 使固定, 注视"
6326,fixture,'fikstʃә,"n. 固定(状态), 固定物, 设备
[计] 夹具"
6327,flame,fleim,"n. 火焰, 火舌, 热情, 光辉
vt. 焚烧, 用火焰给...灭菌, 用火焰传送(信号), 点燃, 激动
vi. 燃烧, 爆发, 闪耀
[计] 无聊邮件, 无益邮件"
6328,flashing,'flæʃiŋ,"n. 闪光, 遮雨板, 防水板
[电] 闪光"
6329,flashlight,'flæʃlait,"n. 手电筒, 闪光信号灯"
6330,flavor,'fleivә,"n. 滋味, 调味品
vt. 加味于"
6331,flawed,,a. 有缺陷的；有裂纹的；有瑕疵的
6332,fleet,fli:t,"n. 舰队, 港湾, 小河
a. 快速的, 敏捷的, 浅的, 短暂的
adv. 浅
vi. 疾驰, 飞逝, 掠过
vt. 消磨, 变换船(或船员)的位置"
6333,flipping,'flipiŋ,adj .讨厌之极的
6334,flood,flʌd,"n. 洪水, 大量之水, 涨潮
vt. 淹没, 使泛滥, 注满
vi. 被淹, 溢出, 涌进"
6335,flourish,'flʌriʃ,"vi. 繁荣, 茂盛, 活跃, 手舞足蹈
vt. 挥舞, 夸耀
n. 挥舞, 炫耀, 茂盛, 兴旺, 华丽词藻"
6336,flourishing,'flʌriʃiŋ,"a. 繁茂的, 隆盛的, 繁荣的"
6337,fluency,'flu:әnsi,"n. 流畅, 雄辩, 善辩"
6338,fluent,'flu:әnt,"a. 流利的, 流畅的"
6339,fluke,flu:k,"v. 侥幸成功
n. 锚爪, 侥幸, 偶然事故"
6340,flush,flʌʃ,"n. 流溢, 面红, 旺盛, 发烧, 惊飞的鸟, 同花牌
a. 丰足的, 齐平的, 满盈的, 泛滥的
adv. 齐平地, 直接地
vi. 脸发红, 奔涌, 旺盛, 惊飞
vt. 淹没, 冲洗, 使脸红, 使激动, 使齐平, 使惊飞"
6341,fond,fɒnd,"a. 喜欢的, 宠爱的, 温柔的"
6342,fool,fu:l,"n. 愚人, 受骗者, 奶油拌水果
vt. 愚弄, 欺骗, 浪费
vi. 干傻事, 开玩笑, 游荡
a. 傻的"
6343,forbidding,fә'bidiŋ,"a. 严峻的, 可怕的, 令人难亲近的"
6344,forecast,'fɒ:kɑ:st,"n. 预想, 预测, 预报
vt. 预想, 预测, 预报
[计] 趋势预测"
6345,foregoing,'fɒ:'gәuiŋ,"a. 前面的, 先前的, 前述的"
6346,forensic,fә'rensik,"a. 辩论的, 法院的, 关于法庭的
n. 辩论练习"
6347,forever,fә'revә,adv. 永远
6348,forge,fɒ:dʒ,"n. 熔炉, 铁工厂
vt. 打制, 锻造, 伪造
vi. 锻造, 伪造"
6349,forged,,a. 锻的；锻造的
6350,fostering,,v. 哺育；养育（foster的现在分词）
6351,founding,'faundiŋ,[计] 铸造
6352,fourteen,'fɒ:'ti:n,"num. 十四, 十四个"
6353,frail,freil,"a. 脆弱的, 虚弱的, 意志薄弱的
n. 少女, 少妇, 灯心草篓"
6354,fraught,frɒ:t,"a. 含有...的, 伴着...的, 充满...的"
6355,fray,frei,"n. 磨损, 打架, 争论
vt. 使磨损
vi. 被磨损"
6356,freezer,fri:zә,"n. 冰库, 冰箱, 冷冻库"
6357,freshly,'freʃli,"adv. 新, 新近, 精神饱满"
6358,freshwater,'freʃwɔ:tә(r),"a. 江河湖泊的, 淡水的"
6359,friendliness,'frendlinis,"n. 友谊, 亲切, 亲密"
6360,frontline,'frʌntlɑɪn,"n. 前线; [体]锋线（包括大前锋, 小前锋, 中锋）"
6361,fruition,fru:'iʃәn,"n. 成就, 实现, 结果实"
6362,fume,fju:m,"n. 臭气, 烟, 激怒
vt. 熏
vi. 冒烟"
6363,functionally,,"adv. 官能, 有功能, 职务, 机能, 在起作用, 从使用/实用的观点设计, 函数
[计] 功能地"
6364,fungal,'fʌŋ^әl,"a. 真菌, 突然发生而迅速生长的东西, 真菌类植物, 海绵肿, 真菌类病害
[医] 真菌的, 霉菌的"
6365,funny,'fʌni,"a. 好笑的, 有趣的, 滑稽的
n. 滑稽人物"
6366,furious,'fjuәriәs,"a. 狂怒的, 激烈的, 吵闹的"
6367,furnish,'fә:niʃ,"vt. 供给, 提供, 装设
[化] 供应; 供给; 配料"
6368,furnished,,"a. 家具, 有家具的"
6369,fuse,fju:z,"n. 保险丝, 导火线
v. 熔化, 融合"
6370,futuristic,.fju:tʃә'ristik,a. 未来派的
6371,gamut,'gæmәt,"n. 音阶, 整个范围, 全部, 音域"
6372,gargantuan,gɑ:'gæntʃuәn,"a. 巨大的, 庞大的"
6373,garland,'gɑ:lәnd,"n. 花环, 荣誉
vt. 戴花环"
6374,garlic,'gɑ:lik,"n. 大蒜
[化] 大蒜"
6375,garner,'gɑ:nә,"n. 谷仓, 积蓄
vt. 储存, 贮藏"
6376,garrison,'gærisn,"n. 守备队, 驻军, 要塞
vt. 守备, 派兵驻守"
6377,gatekeeper,'geitki:pә,n. 看门人
6378,gathering,'gæðәriŋ,"n. 聚集, 集中, 采集
[化] 富集"
6379,gee,'dʒi:,"n. 马, 家伙
interj. 向右, 前进, 哎呀(惊讶时所发声音)
v. (使)向右转"
6380,gelatin,"'dʒelәtin, 'dʒelә'ti:n","n. 明胶, 凝胶体, 动物胶, 果子冻, 彩色透明滤光板
[计] 明胶"
6381,genuinely,,adv. 真诚地；诚实地
6382,geological,.dʒiәu'lɒdʒikәl,"a. 地质学的, 地质的"
6383,germ,dʒә:m,"n. 细菌, 种子, 生殖细胞, 根源
[医] 芽胞, 胚, 胚芽, 病菌"
6384,gift,gift,"n. 礼物, 赠予, 天才
vt. 赋予"
6385,gigantic,dʒai'gæntik,"a. 巨人般的, 巨大的"
6386,gin,dʒin,"n. 杜松子酒, 轧棉机, 陷阱
vt. 轧棉, 用陷阱捕"
6387,glaze,'gleiz,"n. 釉, 上光, 光滑面
vt. 装以玻璃, 上釉于
vi. 变得光滑, (目光)变呆滞"
6388,goo,gu:,"n. 粘性物, 过分多情"
6389,governmental,.gʌvәn'mentl,"a. 政治的, 统治上的, 政府的
[法] 政府的, 统治的, 政治上的"
6390,grab,græb,"n. 抓握, 掠夺, 强占, 东方沿岸帆船
vi. 抓取, 抢去
vt. 攫取, 捕获, 霸占"
6391,grad,ɡræd,n. 毕业生；校友
6392,graduated,,"a. 毕业了的, 分等级的, 分度的, 刻度的
[医] 有刻度的"
6393,graft,grɑ:ft,"n. 嫁接, 贪污
v. 嫁接, 移植, 贪污"
6394,granite,'grænit,"n. 花岗岩
[化] 花岗岩"
6395,grasshopper,'græshɒpә,"n. 蚱蜢, 蝗虫"
6396,grate,^reit,"n. 炉格, 炉篦, 炉栅, 火炉, 壁炉, 格栅
vt. 装格栅于, 磨擦, 轧碎, 磨碎, 使焦急, 触怒, 使人烦躁, 刺激, 激怒
vt.vi. 擦响, 发出刺耳的尖厉声"
6397,greenhouse,'gri:nhaus,n. 温室
6398,grill,gril,"n. 烤架, 铁格子, 烤肉
v. 烧, 烤, 严加盘问, 给...装栅栏"
6399,gritty,'griti,"a. 有砂砾的, 坚韧不拔的"
6400,grounding,'graundiŋ,"n. 基础教学, 基础训练
[经] 搁浅"
6401,groundwork,'graundwә:k,"n. 地基, 基础, 根据"
6402,grove,grәuv,n. 小树林
6403,guild,gild,"n. 团体, 协会, 行业协会
[经] 同业公会"
6404,hairy,'hєәri,"a. 多毛的, 毛状的, 长毛的"
6405,halve,hɑ:v,"vt. 二等分, 对半分享, 把...减半"
6406,hamper,'hæpә,"n. 食篮, 阻碍物, 食盒
vt. 阻碍, 使困累, 妨碍, 牵制"
6407,hare,hєә,"n. 野兔
vi. 飞跑"
6408,harmonize,'hɑ:mәnaiz,"vi. 协调, 以和声唱
vt. 使一致, 使和谐"
6409,hash,hæʃ,"n. 剁碎的食物, 杂乱无章的的一大堆, 杂烩, 复述
vt. 切碎, 搞糟"
6410,haul,hɒ:l,"n. 用力拖拉, 拖运, 强拉, 捕获量, 拖运距离
vi. 拖, 拉, 改变方向, 改变主意
vt. 拖拉, 拖运"
6411,headquarters,hed'kwɒ:tәz,"n. 总部, 司令部, 总部人员
[经] 本部, 总部, 总署"
6412,hearty,'hɑ:ti,"a. 诚恳的, 健壮的, 热烈的, 丰盛的"
6413,heightened,ˈhaitənd,"v. （使）变高, （使）增大( heighten的过去式和过去分词 ); （使）提高; （使）加强[重]"
6414,herd,hә:d,"n. 兽群, 人群, 牧人
vt. 群集, 使成群, 放牧
vi. 聚在一起"
6415,heretofore,.hiәtu'fɒ:,"adv. 直到此时, 此时以前, 迄今"
6416,heterogeneity,",hetәrәudʒi'ni:iti","n. 异种, 异质, 不同成分
[化] 不均匀性; 多相性"
6417,hierarchical,",haiә'rɑ:kikәl","[计] 分级的, 分层的, 层次的"
6418,him,him,pron. 他
6419,holly,'hɒli,n. 冬青树
6420,honk,hɒŋk,"n. 雁鸣, 汽车的喇叭声
vi. 雁鸣叫, 按汽车喇叭
vt. 揿(喇叭)"
6421,honored,,a. 已承兑或付款的；受尊敬的
6422,hood,hud,"n. 头巾, 兜帽, 覆盖, 强盗
vt. 罩上, 覆盖"
6423,hop,hɒp,"n. 单脚跳, 跳跃, 舞会, 飞行
vi. 单脚跳, 跳跃
vt. 跃过, 跳上, 加蛇麻子于, 服麻醉药
[计] 跳跃式传输"
6424,hostile,'hɒstail,"a. 敌人的, 怀敌意的, 敌对的
n. 敌对分子"
6425,hugely,'hju:dʒli,"adv. 巨大地, 非常地"
6426,huh,hʌ,"interj. 哼, 哈"
6427,humankind,'hju:mәnkaind,n. 人类
6428,hump,hʌmp,"n. 驼背, 圆形隆起物, 鸵峰
vi. 隆起, 急速行进, 努力
vt. 使弓起, 使烦恼, 使努力干"
6429,hungry,'hʌŋgi,"a. 饥饿的, 荒年的, 渴望的, 不毛的
[化] 欠鞣皮"
6430,hunting,'hʌntiŋ,"n. 狩猎, 猎狐, 探求
[计] 寻找平衡; 寻找"
6431,iceberg,'aisbә:g,"n. 冰山, 冷冰冰的人"
6432,iced,aist,a. 冰冷的；装冰的；冰冻的
6433,icy,'aisi,"a. 冰的, 冰冷的, 冷淡的, 滑溜的"
6434,idealistic,ai'diәlistik,"a. 理想主义的, 唯心论的, 唯心主义的, 唯心主义者的"
6435,idle,'aidl,"a. 懒惰的, 闲散的, 停顿的, 空闲的, 无用的
vi. 无所事事, 闲散, 浪费, 空转
vt. 虚度, 使闲散, 使空转
n. 空转, 空闲时间
[计] 空闲时间"
6436,ilk,ilk,"a. 相同的
n. 等级, 家族, 亲属, 种类"
6437,illegal,i'li:gәl,"a. 违法的, 不合规定的
[经] 非法的, 犯规的"
6438,imaginable,i'mædʒinәbl,"a. 可想像的, 可能的"
6439,imaginative,i'mædʒinәtiv,"a. 想像的, 虚构的"
6440,imitate,'imiteit,"vt. 模仿, 效法, 冒充, 仿造"
6441,imminent,'iminәnt,"a. 即将来临的, 逼近的"
6442,impair,im'pєә,"vt. 损害, 减少, 削弱
[法] 损害, 伤害, 减少"
6443,implausible,im'plɒ:zәbl,"a. 难以置信的, 不象真实的"
6444,impress,im'pres,"n. 印象, 特征, 印记
vt. 使有印象, 印, 铭刻, 传送, 影响, 强征
vi. 给人印象"
6445,imprisonment,im'priznmәnt,"n. 监禁, 下狱, 坐牢
[法] 监禁, 徒刑, 拘禁"
6446,improper,im'prɒpә,"a. 不合适的, 错误的, 不成体统的, 不道德的
[法] 不适当的, 不合适的, 不正确的"
6447,inactive,in'æktiv,"a. 不活动的, 停止的, 怠惰的, 闲置的
[计] 非活动的"
6448,incapable,in'keipәbl,"a. 无能力的, 不能的
[机] 不能行的, 耐不住的"
6449,incomparable,in'kɒmpәrәbl,"a. 无比的, 不能比较的"
6450,inconsequential,.inkɒnsi'kwenʃәl,"a. 不合逻辑的, 不合理的, 不重要的"
6451,incur,in'kә:,"vt. 招致, 蒙受, 遭遇
[经] 招致, 蒙受, 担负"
6452,indifferent,in'difәrәnt,"a. 漠不关心的, 无重要性的, 中立的
[医] 中性的, 无作用的, 无亲和力的, 淡漠的"
6453,indistinct,.indis'tiŋkt,"a. 不清楚的, 朦胧的, 难以清楚辨认的"
6454,inefficiency,.ini'fiʃәnsi,"n. 无效率, 无能
[化] 效率低; 效率差"
6455,infect,in'fekt,"vt. 传染, 感染
[医] 传染, 感染"
6456,inferiority,in.fiәri'ɒriti,"n. 自卑, 次等
[医] 下位, 下级, 次级, 劣等"
6457,inferno,in'fә:nәu,"n. 地狱, 地狱似的地方"
6458,infiltration,.infil'treiʃәn,"n. 渗入, 渗透, 渗透物
[化] 渗滤; 渗入过滤; 渗透; 渗入"
6459,infrequent,in'fri:kwәnt,"a. 稀少的, 珍贵的, 罕见的"
6460,ingenious,in'dʒi:njәs,"a. 灵敏的, 精巧的, 聪明的"
6461,inhibitor,in'hibitә(r),"n. 禁止者, 抑制人, 抑制物, 抑制因素, 抑制剂, 阻化剂
[计] 禁止器, 抑制剂"
6462,inquiry,in'kwaiәri,"n. 质询, 探索, 调查, 询盘
[计] 询问; 查询"
6463,inspiring,in'spaiәriŋ,a. 鼓舞人心的
6464,insulate,'insjuleit,"vt. 使绝缘, 隔离
[医] 绝缘"
6465,insure,in'ʃuә,"vt. 保险, 确保
vi. 投保"
6466,intend,in'tend,"vt. 计划, 打算, 意思是
[法] 想要, 打算, 意旨"
6467,intensify,in'tensifai,"vt. 加强
vi. 强化"
6468,intentional,in'tenʃәnәl,"a. 故意的, 与目的有关的
[法] 故意的, 有意的"
6469,intently,in'tentli,"adv. 一心一意地, 心无旁物地, 专心地"
6470,intercom,'intәkɔm,"n. 内部通信联络系统, 内部通话系统
[计] 内部通信"
6471,interconnection,.intәkә'nekʃәn,"n. 互相连络
[计] 互连"
6472,intergovernmental,",intә^ʌvәn'mentәl",a. 政府间的
6473,interim,'intәrim,"a. 暂时的, 临时的, 间歇的
n. 过渡时期"
6474,intermittent,.intә'mitәnt,"a. 间歇的, 断断续续的
[化] 间歇的; 间断的"
6475,interpreter,in'tә:pritә,"n. 直译程序, 解释者, 口译者, 注释器
[计] 注释器"
6476,interrupt,.intә'rʌpt,"vt. 中断, 妨碍, 插嘴
vi. 打断
n. 中断
[计] 中断"
6477,intervention,.intә'venʃәn,"n. 插入, 介入, 调停
[经] 干预"
6478,introductory,.intrә'dʌktәri,"a. 介绍的, 引导的, 开端的"
6479,intrusion,in'tru:ʒәn,"n. 闯入, 侵扰
[医] [向内]突入"
6480,invade,in'veid,"vt. 侵入, 拥入, 侵略, 侵袭
[法] 强入, 侵犯, 侵略"
6481,invent,in'vent,"vt. 发明, 创作, 虚构
[机] 发明"
6482,inventive,in'ventiv,"a. 善于创造的, 发明的"
6483,invitation,.invi'teiʃәn,"n. 邀请, 请柬, 引诱
[经] 邀请, 招待, 吸引"
6484,involvement,in'vɔlvmәnt,"n. 卷入, 牵连, 包含, 困窘
[经] 财政困难, 经济上的困窘"
6485,issuing,ˈisju:ɪŋ,v. 出版( issue的现在分词 ); 发表; 宣布; 分配; 发行者( issuer的现在分词 )
6486,jack,dʒæk,"n. 插座, 千斤顶, 男人
vt. 抬起, 提醒, 扛举, 增加, 提高, 放弃
a. 雄的
[计] 插座"
6487,jade,dʒeid,"n. 玉, 翡翠, 老马
a. 绿色的, 玉制的
v. (使)疲倦"
6488,jaguar,'dʒægjuә,n. 美洲虎
6489,jelly,'dʒeli,"n. 果冻, 果冻甜食, 胶状物
v. (使)结冻, (使)成胶状"
6490,jitters,'dʒitәz,n. 神经过敏
6491,join,dʒɒin,"vi. 参加, 结合, 加入
vt. 连接, 结合, 参加, 加入
n. 连接, 结合, 接合点
[计] 连接; 汇合指令"
6492,judicious,dʒu:'diʃәs,"a. 头脑精明的, 贤明的, 判断正确的"
6493,jumping,'dʒʌmpiŋ,a. 跳跃的
6494,juncture,'dʒʌŋktʃә,"n. 接合, 连接, 接缝"
6495,keen,ki:n,"a. 锋利的, 敏锐的, 强烈的, 敏捷的, 热心的, 渴望的
n. 挽歌, 痛哭
v. 唱挽歌, 痛哭"
6496,kennel,'kenl,"n. 狗舍, 狗屋, 阴沟
vt. 置于狗舍, 宿于狗舍
vi. 进狗窝"
6497,kicker,'kikә,"n. 踢者, 善踢的人, 爱踢的马
[化] 抖动器"
6498,kill,kil,"n. 杀, 杀戮, 小河
vt. 杀, 破坏, 消灭, 使终止, 抵消, 否决
vi. 杀死
[计] 删除"
6499,knob,nɒb,"n. 把手, 瘤, 旋钮, 球形突出物
vt. 使有球形突出物
vi. 鼓起"
6500,knock,nɒk,"n. 敲, 敲打, 敲门
v. 敲击, 互撞, 攻击"
6501,knockout,'nɔ'kaut,"n. (拳击)击倒对方, 被击倒, 击倒, (非正式)令人倾慕的人/物, 轰动的事物
a. 击倒的, 引人注目的, 轰动的, 使昏迷的"
6502,labor,'leibә,"n. 劳动, 努力, 工作, 劳工, 分娩
vi. 劳动, 努力, 苦干
vt. 详细分析, 使厌烦"
6503,labour,'leibә,"n. 劳动, 努力, 工作, 劳工, 分娩
vi. 劳动, 努力, 苦干
vt. 详细分析, 使厌烦"
6504,lacy,'leisi,"a. 丝带的, 花边的, 花边状的"
6505,landmark,'lændmɑ:k,"n. 陆标, 划时代的事, 地界标
[医] 界标"
6506,lash,læʃ,"n. 鞭子, 鞭打, 睫毛, 责骂, 讽刺
vt. 鞭打, 摆动, 扎捆, 冲击, 讽刺, 煽动
vi. 冲洗, 鞭打, 责骂"
6507,lava,'lɑ:vә,"n. 熔岩, 火山岩
[医] 火山石(一种顺势疗法药)"
6508,layman,'leimәn,"n. 俗人, 门外汉, 凡人
[医] 外行, 业外人"
6509,leaf,li:f,"n. 叶, 树叶, 花瓣, 页
vi. 生叶, 翻书页
vt. 在...上长叶, 翻...的页"
6510,lean,li:n,"n. 瘦肉, 倾斜, 倾斜度
a. 瘦的, 贫乏的, 歉收的
vi. 倚靠, 倾斜, 依赖
vt. 使倾斜"
6511,leaning,'li:niŋ,"n. 倾斜, 倾向, 爱好"
6512,leftover,'leftәuvә,"n. 剩货, 残留物, 剩饭
a. 残余的"
6513,leg,leg,"n. 腿, 假腿, 路程
vi. 走, 跑"
6514,lest,lest,"conj. 以免, 唯恐, 免得"
6515,leukemia,lju:'ki:miә,"n. 白血病, 白血球过多症
[化] 白血病"
6516,leverage,'levәridʒ,"n. 杠杆作用, 杠杆装置, 杠杆效率
[医] 杠杆率"
6517,liar,'laiә,n. 说谎者
6518,liberal,'libәrәl,"n. 自由主义者
a. 慷慨的, 不拘泥的, 宽大的, 自由主义的"
6519,liberate,'libәreit,"vt. 解放, 释放, 使自由
[机] 释出, 放出"
6520,lift,lift,"n. 举起, 帮助, 昂扬, 电梯
vt. 升高, 提高, 鼓舞, 清偿, 空运, 举起, 剽窃
vi. 升起, 消散, 耸立"
6521,ligament,'ligәmәnt,"n. 结带, 纽带, 韧带
[医] 韧带"
6522,limo,'limәu,[医] 柠檬
6523,lite,lait,a. 低盐的；清淡的；简化的
6524,literally,'litәrәli,"adv. 逐字地, 按照字面上地, 不夸张地"
6525,lively,'laivli,"a. 活泼的, 鲜明的, 生动的"
6526,loan,lәun,"n. 贷款, 借出
v. 借, 供应货款, 借给"
6527,locus,'lәukәs,"n. 轨迹；地点, 所在地"
6528,logistics,lәu'dʒistiks,"n. 后勤学, 后勤
[医] 后勤学"
6529,loophole,'lu:phәul,"n. 枪眼, 小窗, 换气孔"
6530,lymphoma,lim'fәumә,"n. 淋巴瘤, 淋巴组织瘤, 淋巴腺瘤
[医] 淋巴[组织]瘤"
6531,lynch,lintʃ,"n. 私刑, 私罚
vt. 处以私刑处死, 加私刑"
6532,mailing,'meiliŋ,"n. 邮寄, 投递, 邮件, 农场租金"
6533,mainstay,'meinstei,"n. 主桅支索, 支柱, 中流砥柱"
6534,makeup,'meikʌp,"n. 组成, 性格, 化妆品, 化装(术), 虚构, 补考"
6535,mall,mɔ:l,n. 林荫路
6536,malt,mɒ:lt,"n. 麦芽
a. 麦芽的, 含麦芽的, 用麦芽作的
vt. 使成麦芽, 用麦芽处理
vi. 发麦芽"
6537,mandated,,a. 委托统治的
6538,mane,mein,n. 鬃毛
6539,manic,'meinik,"a. 躁狂的
n. 躁狂者"
6540,mankind,mæn'kaind,"n. 人类, 男性"
6541,mantel,'mæntәl,n. 壁炉架
6542,marvel,'mɑ:vl,"n. 奇异事物, 罕见例子
vt. 惊异于
vi. 惊异"
6543,mast,mɑ:st,"n. 桅, 桅杆, 杆
vt. 装桅杆于"
6544,mating,'meitiŋ,"n. 交配
[化] 配套; 交配"
6545,maturation,.mætʃu'reiʃәn,"n. 化脓, 成熟
[医] 成熟, 化脓"
6546,medal,'medl,"n. 奖牌, 勋章
vt. 授勋予"
6547,megawatt,'megәwɒt,"n. 兆瓦特
[电] 百万瓦"
6548,membership,'membәʃip,"n. 会员的资格, 全体会员, 会员数目
[法] 会员资格, 成员资格, 会籍"
6549,memo,'memәu,"n. 备忘录
[经] 备忘录"
6550,mess,mes,"n. 食堂, 伙食, 用膳, 一份食品, 混乱, 乱七八糟, 困境
vt. 将...弄糟, 妨碍, 使紊乱, 使就餐
vi. 陷入困境, 搞乱, 用膳"
6551,metabolism,mi'tæbәlizm,"n. 新陈代谢, 变态
[化] 新陈代谢; 代谢"
6552,metastasis,mә'tæstәsis,"n. 转移, 新陈代谢, 移位变化
[化] 移位变化; 失α-微粒变化; 转移"
6553,meteor,'mi:tiә,"n. 流星, 大气现象"
6554,metropolitan,.metrә'pɒlitn,"n. 大都市居民, 都主教, 宗主国的公民
a. 大都市的, 都主教区的, 宗主国的"
6555,microbe,'maikrәub,"n. 微生物, 细菌
[医] 微生物"
6556,midpoint,'midpɒint,"n. 中点, 一半"
6557,midterm,'midtә:m,"a. 中期的
n. 期中考试"
6558,milky,'milki,"a. 乳状的, 乳白色的, 柔和的"
6559,miner,'mainә,"n. 矿工, 开矿机, 坑道工兵
[经] 矿工"
6560,mirrored,ˈmɪrəd,v. 反映( mirror的过去式和过去分词 ); 反射; 映照; 将（玻璃）喷镀成镜子
6561,misinterpret,.misin'tә:prit,vt. 曲解
6562,mistake,mis'teik,"n. 错误, 误会
vi. 犯错, 误认
vt. 误解, 弄错
[计] 错误"
6563,mistakenly,mɪ'steɪkənlɪ,"adv. 错误地, 被误解地"
6564,mock,mɒk,"n. 嘲笑, 戏弄, 模仿
a. 假的, 伪造的, 模拟的
adv. 虚伪地
vt. 嘲弄, 模仿, 使失望, 欺骗, 挫败
vi. 嘲弄"
6565,moderator,'mɒdәreitә,"n. 主席, 会议主持人, 仲裁人
[计] 筛选人"
6566,mogul,"mәu'^ʌl, 'mәu^ʌl","n. 大人物, 有权势的人"
6567,molded,,a. 造形的；模塑的
6568,momentous,mәu'mentәs,"a. 重大的, 重要的"
6569,monetary,'mʌnitәri,"a. 货币的, 金钱的
[经] 货币的, 金融的"
6570,monopoly,mә'nɒpәli,"n. 垄断, 专卖权, 独占事业
[经] 垄断, 专利品, 垄断(权)独占"
6571,montage,mɒn'tɑ:ʒ,"n. 混合画, 画面剪辑, 蒙太奇"
6572,monthly,'mʌnθli,"n. 月刊
a. 每月的, 每月一次的"
6573,monument,'mɒnjumәnt,"n. 纪念碑, 纪念物, 石碑"
6574,mood,mu:d,"n. 心情, 气氛, 生气, 基调
[医] 心境"
6575,moot,mu:t,"n. 大会, 模拟案件, 辩论会
a. 未决议的, 无实际意义的
vt. 讨论, 争论"
6576,muffin,'mʌfin,n. 松饼
6577,multilateral,.mʌlti'lætәrәl,"a. 多边的, 多国的
[经] 多边的, 涉及多方的"
6578,mysterious,mis'tiәriәs,"a. 神秘的, 难解的, 不可思议的"
6579,nab,næb,"vt. 捉住, 逮捕, 抢夺
[电] 国际广播协会的简写"
6580,nag,næg,"n. 老马, 驽马, 劣等竞赛马, 唠叨
v. 不断地唠叨, 恼人"
